,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
10,10,2014-11-19,,SAS,L,90,92,,37,83,.446,7,18,.389,30,65,.462,.488,9,13,.692,10,28,38,23,7,5,18,21,35,74,.473,5,16,.313,30,58,.517,.507,17,25,.680,10,32,42,26,11,4,16,20
11,11,2014-11-21,@,WAS,L,78,91,,27,75,.360,6,27,.222,21,48,.438,.400,18,23,.783,9,32,41,13,12,4,19,21,41,84,.488,4,10,.400,37,74,.500,.512,5,9,.556,10,35,45,24,10,5,17,21
12,12,2014-11-22,,TOR,L,93,110,,35,81,.432,3,16,.188,32,65,.492,.451,20,29,.690,11,35,46,24,4,6,20,28,32,80,.400,8,24,.333,24,56,.429,.450,38,42,.905,8,26,34,20,8,6,8,26
13,13,2014-11-24,,ORL,W,106,74,,42,81,.519,6,16,.375,36,65,.554,.556,16,22,.727,12,32,44,30,14,9,13,23,29,80,.363,5,17,.294,24,63,.381,.394,11,15,.733,13,27,40,14,5,3,18,17
14,14,2014-11-26,,WAS,W,113,87,,38,74,.514,6,20,.300,32,54,.593,.554,31,38,.816,7,25,32,23,13,2,10,18,33,71,.465,5,13,.385,28,58,.483,.500,16,22,.727,7,19,26,24,5,5,18,28
15,15,2014-11-29,,IND,W,109,97,,41,78,.526,7,16,.438,34,62,.548,.571,20,32,.625,9,35,44,20,4,6,10,20,35,89,.393,7,22,.318,28,67,.418,.433,20,26,.769,15,33,48,26,2,1,8,23
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
16,16,2014-12-02,,MIL,W,111,108,,39,73,.534,6,21,.286,33,52,.635,.575,27,38,.711,7,33,40,22,5,5,19,17,45,92,.489,7,20,.350,38,72,.528,.527,11,13,.846,12,28,40,31,11,3,13,26
17,17,2014-12-04,@,NYK,W,90,87,,32,70,.457,5,18,.278,27,52,.519,.493,21,26,.808,6,27,33,19,8,1,17,16,37,88,.420,8,26,.308,29,62,.468,.466,5,6,.833,17,30,47,26,11,3,22,25
18,18,2014-12-05,@,TOR,W,105,91,,41,84,.488,9,20,.450,32,64,.500,.542,14,21,.667,15,33,48,28,7,2,13,21,35,86,.407,8,24,.333,27,62,.435,.453,13,20,.650,14,26,40,25,4,4,11,17
19,19,2014-12-08,@,BRK,W,110,88,,43,90,.478,9,25,.360,34,65,.523,.528,15,22,.682,20,35,55,25,10,5,14,17,36,81,.444,4,19,.211,32,62,.516,.469,12,19,.632,10,23,33,25,6,2,12,18
20,20,2014-12-09,,TOR,W,105,101,,39,79,.494,9,26,.346,30,53,.566,.551,18,21,.857,12,19,31,27,4,5,12,17,42,82,.512,7,23,.304,35,59,.593,.555,10,10,1.000,12,23,35,26,4,3,15,24
21,21,2014-12-11,@,OKC,L,94,103,,31,85,.365,9,28,.321,22,57,.386,.418,23,30,.767,15,33,48,20,5,4,15,20,38,87,.437,7,26,.269,31,61,.508,.477,20,22,.909,11,35,46,22,9,11,11,23
22,22,2014-12-12,@,NOP,L,114,119,,44,89,.494,8,22,.364,36,67,.537,.539,18,23,.783,11,29,40,22,6,6,6,19,44,79,.557,12,28,.429,32,51,.627,.633,19,25,.760,6,33,39,21,5,6,8,15
23,23,2014-12-15,,CHO,W,97,88,,38,83,.458,9,24,.375,29,59,.492,.512,12,17,.706,8,35,43,28,10,5,11,14,38,83,.458,5,16,.313,33,67,.493,.488,7,14,.500,5,32,37,22,4,5,10,14
24,24,2014-12-17,,ATL,L,98,127,,37,82,.451,8,30,.267,29,52,.558,.500,16,21,.762,10,23,33,24,3,0,9,17,49,76,.645,16,28,.571,33,48,.688,.750,13,16,.813,6,34,40,36,3,5,9,17
25,25,2014-12-19,,BRK,W,95,91,,31,77,.403,9,24,.375,22,53,.415,.461,24,29,.828,11,33,44,22,7,4,16,16,37,78,.474,9,24,.375,28,54,.519,.532,8,12,.667,4,33,37,23,8,8,16,26
26,26,2014-12-21,,MEM,W,105,91,,46,76,.605,7,14,.500,39,62,.629,.651,6,10,.600,4,29,33,34,2,4,14,19,39,86,.453,1,16,.063,38,70,.543,.459,12,15,.800,12,26,38,25,8,3,11,16
27,27,2014-12-23,,MIN,W,125,104,,44,84,.524,12,24,.500,32,60,.533,.595,25,31,.806,12,26,38,24,11,6,17,23,39,88,.443,4,13,.308,35,75,.467,.466,22,29,.759,16,24,40,25,13,9,18,23
28,28,2014-12-25,@,MIA,L,91,101,,32,72,.444,6,26,.231,26,46,.565,.486,21,33,.636,11,26,37,16,8,4,15,15,40,84,.476,7,21,.333,33,63,.524,.518,14,17,.824,12,31,43,27,8,3,13,26
29,29,2014-12-26,@,ORL,W,98,89,,33,80,.413,8,30,.267,25,50,.500,.463,24,26,.923,8,29,37,19,10,5,9,14,36,73,.493,9,21,.429,27,52,.519,.555,8,12,.667,5,31,36,25,8,4,17,25
30,30,2014-12-28,,DET,L,80,103,,31,82,.378,5,29,.172,26,53,.491,.409,13,17,.765,10,36,46,25,4,5,18,15,41,91,.451,17,31,.548,24,60,.400,.544,4,9,.444,14,33,47,21,12,6,11,21
31,31,2014-12-30,@,ATL,L,101,109,,37,84,.440,13,31,.419,24,53,.453,.518,14,21,.667,11,31,42,23,10,2,20,24,40,79,.506,10,29,.345,30,50,.600,.570,19,26,.731,7,37,44,23,13,5,15,19
32,32,2014-12-31,,MIL,L,80,96,,29,85,.341,8,31,.258,21,54,.389,.388,14,16,.875,13,36,49,19,5,5,13,16,40,90,.444,11,25,.440,29,65,.446,.506,5,10,.500,13,41,54,25,10,6,10,18
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
33,33,2015-01-02,@,CHO,W,91,87,,33,87,.379,4,15,.267,29,72,.403,.402,21,30,.700,13,33,46,16,8,5,7,23,32,87,.368,6,28,.214,26,59,.441,.402,17,26,.654,15,35,50,20,5,6,15,24
34,34,2015-01-04,,DAL,L,90,109,,35,86,.407,8,25,.320,27,61,.443,.453,12,17,.706,12,26,38,26,6,3,14,14,44,78,.564,12,26,.462,32,52,.615,.641,9,11,.818,4,32,36,30,7,8,10,20
35,35,2015-01-05,@,PHI,L,92,95,,33,85,.388,11,30,.367,22,55,.400,.453,15,22,.682,13,30,43,23,8,1,13,13,38,79,.481,7,23,.304,31,56,.554,.525,12,15,.800,8,35,43,31,5,8,17,24
36,36,2015-01-07,,HOU,L,93,105,,34,82,.415,10,29,.345,24,53,.453,.476,15,19,.789,13,24,37,16,9,4,15,18,39,86,.453,12,34,.353,27,52,.519,.523,15,24,.625,19,31,50,26,9,3,17,22
37,37,2015-01-09,@,GSW,L,94,112,,35,86,.407,7,23,.304,28,63,.444,.448,17,23,.739,14,31,45,13,8,1,16,14,43,86,.500,10,30,.333,33,56,.589,.558,16,17,.941,9,35,44,35,9,8,13,20
38,38,2015-01-11,@,SAC,L,84,103,,33,78,.423,11,32,.344,22,46,.478,.494,7,12,.583,6,35,41,18,2,6,14,18,42,86,.488,6,17,.353,36,69,.522,.523,13,17,.765,7,38,45,20,8,4,5,11
39,39,2015-01-13,@,PHO,L,100,107,,36,82,.439,13,35,.371,23,47,.489,.518,15,20,.750,16,26,42,16,7,1,19,21,40,76,.526,7,20,.350,33,56,.589,.572,20,27,.741,9,25,34,23,10,2,11,20
40,40,2015-01-15,@,LAL,W,109,102,,37,78,.474,9,30,.300,28,48,.583,.532,26,36,.722,12,26,38,14,8,3,9,15,39,76,.513,8,24,.333,31,52,.596,.566,16,23,.696,8,27,35,26,4,1,12,26
41,41,2015-01-16,@,LAC,W,126,121,,46,83,.554,10,23,.435,36,60,.600,.614,24,31,.774,12,32,44,23,9,3,20,30,43,91,.473,10,29,.345,33,62,.532,.527,25,36,.694,17,26,43,26,9,1,13,21
42,42,2015-01-19,,CHI,W,108,94,,41,90,.456,8,18,.444,33,72,.458,.500,18,25,.720,20,34,54,20,5,4,12,19,30,80,.375,8,16,.500,22,64,.344,.425,26,32,.813,11,29,40,12,5,9,8,16
43,43,2015-01-21,,UTA,W,106,92,,42,81,.519,5,24,.208,37,57,.649,.549,17,25,.680,15,30,45,24,15,4,14,12,35,84,.417,8,22,.364,27,62,.435,.464,14,18,.778,16,26,42,24,9,1,20,22
44,44,2015-01-23,,CHO,W,129,90,,46,89,.517,15,28,.536,31,61,.508,.601,22,28,.786,11,45,56,29,7,5,11,19,36,89,.404,2,16,.125,34,73,.466,.416,16,24,.667,12,30,42,27,6,5,12,22
45,45,2015-01-25,,OKC,W,108,98,,36,82,.439,16,36,.444,20,46,.435,.537,20,29,.690,11,37,48,17,5,8,12,14,37,94,.394,10,30,.333,27,64,.422,.447,14,18,.778,10,32,42,26,6,6,8,23
46,46,2015-01-27,@,DET,W,103,95,,39,93,.419,9,34,.265,30,59,.508,.468,16,17,.941,13,34,47,19,9,4,9,20,35,83,.422,8,24,.333,27,59,.458,.470,17,23,.739,16,35,51,21,4,8,18,17
47,47,2015-01-28,,POR,W,99,94,,34,85,.400,15,37,.405,19,48,.396,.488,16,18,.889,14,32,46,16,3,1,9,15,35,80,.438,10,31,.323,25,49,.510,.500,14,17,.824,11,28,39,18,5,5,8,20
48,48,2015-01-30,,SAC,W,101,90,,38,80,.475,11,31,.355,27,49,.551,.544,14,22,.636,7,37,44,22,11,5,17,24,30,84,.357,3,18,.167,27,66,.409,.375,27,32,.844,14,36,50,15,10,3,16,19
49,49,2015-01-31,@,MIN,W,106,90,,42,87,.483,10,32,.313,32,55,.582,.540,12,19,.632,18,34,52,16,8,6,13,19,34,82,.415,6,13,.462,28,69,.406,.451,16,21,.762,12,23,35,19,6,1,12,14
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
50,50,2015-02-02,,PHI,W,97,84,,35,78,.449,12,27,.444,23,51,.451,.526,15,22,.682,11,32,43,22,8,6,20,17,31,78,.397,12,33,.364,19,45,.422,.474,10,14,.714,11,26,37,23,16,7,22,22
51,51,2015-02-05,,LAC,W,105,94,,31,72,.431,8,30,.267,23,42,.548,.486,35,44,.795,14,38,52,23,10,4,18,21,38,91,.418,5,22,.227,33,69,.478,.445,13,20,.650,14,29,43,24,9,1,12,29
52,52,2015-02-06,@,IND,L,99,103,,40,89,.449,11,35,.314,29,54,.537,.511,8,12,.667,15,28,43,18,6,3,15,20,37,79,.468,8,21,.381,29,58,.500,.519,21,26,.808,9,32,41,26,9,2,8,14
53,53,2015-02-08,,LAL,W,120,105,,45,82,.549,18,33,.545,27,49,.551,.659,12,20,.600,6,40,46,31,6,7,14,15,41,100,.410,7,23,.304,34,77,.442,.445,16,19,.842,19,27,46,22,11,5,7,18
54,54,2015-02-11,,MIA,W,113,93,,44,78,.564,10,25,.400,34,53,.642,.628,15,19,.789,10,33,43,32,9,3,16,19,34,84,.405,9,24,.375,25,60,.417,.458,16,20,.800,12,24,36,21,10,4,15,19
55,55,2015-02-12,@,CHI,L,98,113,,37,85,.435,8,31,.258,29,54,.537,.482,16,22,.727,10,33,43,20,5,3,16,23,42,92,.457,9,23,.391,33,69,.478,.505,20,26,.769,13,34,47,29,10,3,8,23
56,56,2015-02-20,@,WAS,W,127,89,,46,90,.511,14,33,.424,32,57,.561,.589,21,28,.750,10,32,42,28,12,4,11,17,38,86,.442,1,16,.063,37,70,.529,.448,12,16,.750,12,31,43,22,7,7,18,23
57,57,2015-02-22,@,NYK,W,101,83,,40,79,.506,12,33,.364,28,46,.609,.582,9,15,.600,7,40,47,22,5,3,15,14,37,99,.374,3,19,.158,34,80,.425,.389,6,7,.857,19,31,50,16,8,2,11,16
58,58,2015-02-24,@,DET,W,102,93,,34,77,.442,14,37,.378,20,40,.500,.532,20,24,.833,4,36,40,22,9,5,15,25,33,82,.402,9,24,.375,24,58,.414,.457,18,30,.600,11,35,46,16,5,3,15,21
59,59,2015-02-26,,GSW,W,110,99,,36,77,.468,9,28,.321,27,49,.551,.526,29,35,.829,8,43,51,15,10,2,16,19,39,92,.424,11,29,.379,28,63,.444,.484,10,19,.526,14,30,44,32,10,6,14,24
60,60,2015-02-27,@,IND,L,86,93,,33,92,.359,9,29,.310,24,63,.381,.408,11,14,.786,14,35,49,20,3,7,15,23,34,80,.425,6,17,.353,28,63,.444,.463,19,29,.655,8,40,48,23,8,7,8,17
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
61,61,2015-03-01,@,HOU,L,103,105,OT,40,98,.408,12,40,.300,28,58,.483,.469,11,21,.524,22,31,53,19,11,5,16,29,34,74,.459,11,30,.367,23,44,.523,.534,26,33,.788,8,28,36,21,11,5,23,20
62,62,2015-03-03,,BOS,W,110,79,,43,89,.483,10,28,.357,33,61,.541,.539,14,14,1.000,12,40,52,28,10,6,11,18,31,88,.352,7,28,.250,24,60,.400,.392,10,13,.769,11,31,42,23,4,3,15,21
63,63,2015-03-04,@,TOR,W,120,112,,40,78,.513,15,36,.417,25,42,.595,.609,25,34,.735,9,26,35,27,7,3,9,16,43,79,.544,10,21,.476,33,58,.569,.608,16,17,.941,7,27,34,24,5,3,9,24
64,64,2015-03-06,@,ATL,L,97,106,,29,69,.420,13,38,.342,16,31,.516,.514,26,33,.788,10,27,37,18,7,6,18,14,43,84,.512,6,21,.286,37,63,.587,.548,14,17,.824,11,27,38,27,10,4,13,22
65,65,2015-03-07,,PHO,W,89,79,,31,75,.413,8,20,.400,23,55,.418,.467,19,23,.826,12,34,46,22,5,1,15,14,30,84,.357,9,25,.360,21,59,.356,.411,10,14,.714,13,30,43,20,6,4,11,20
66,66,2015-03-10,@,DAL,W,127,94,,44,87,.506,15,32,.469,29,55,.527,.592,24,29,.828,12,38,50,25,11,5,14,28,33,81,.407,5,20,.250,28,61,.459,.438,23,33,.697,15,27,42,18,6,6,16,22
67,67,2015-03-12,@,SAS,W,128,125,OT,44,91,.484,14,26,.538,30,65,.462,.560,26,30,.867,11,26,37,19,8,2,12,22,49,87,.563,8,26,.308,41,61,.672,.609,19,27,.704,9,32,41,28,6,9,13,26
68,68,2015-03-15,@,ORL,W,123,108,,45,76,.592,18,35,.514,27,41,.659,.711,15,19,.789,3,31,34,26,9,6,17,21,42,88,.477,9,19,.474,33,69,.478,.528,15,27,.556,17,27,44,24,10,1,13,15
69,69,2015-03-16,@,MIA,L,92,106,,30,79,.380,11,33,.333,19,46,.413,.449,21,27,.778,7,25,32,17,8,4,14,21,42,76,.553,4,15,.267,38,61,.623,.579,18,22,.818,6,39,45,21,8,5,17,21
70,70,2015-03-18,,BRK,W,117,92,,45,82,.549,15,29,.517,30,53,.566,.640,12,20,.600,11,32,43,32,2,3,13,17,36,80,.450,5,20,.250,31,60,.517,.481,15,21,.714,8,24,32,23,7,5,11,19
71,71,2015-03-20,,IND,W,95,92,,35,82,.427,9,26,.346,26,56,.464,.482,16,21,.762,11,34,45,18,4,6,9,16,36,84,.429,8,20,.400,28,64,.438,.476,12,13,.923,9,33,42,23,5,6,9,20
72,72,2015-03-22,@,MIL,W,108,90,,42,84,.500,13,31,.419,29,53,.547,.577,11,16,.688,9,27,36,22,14,1,13,12,38,70,.543,3,12,.250,35,58,.603,.564,11,14,.786,6,33,39,23,10,5,23,14
73,73,2015-03-25,@,MEM,W,111,89,,43,84,.512,14,34,.412,29,50,.580,.595,11,13,.846,11,38,49,30,6,5,18,18,37,85,.435,4,17,.235,33,68,.485,.459,11,16,.688,9,23,32,18,9,6,8,15
74,74,2015-03-27,@,BRK,L,98,106,,37,81,.457,8,30,.267,29,51,.569,.506,16,20,.800,6,34,40,17,10,4,17,19,40,86,.465,9,23,.391,31,63,.492,.517,17,19,.895,10,36,46,21,6,1,15,18
75,75,2015-03-29,,PHI,W,87,86,,33,85,.388,9,23,.391,24,62,.387,.441,12,18,.667,18,35,53,17,7,2,17,12,34,84,.405,10,30,.333,24,54,.444,.464,8,15,.533,11,34,45,18,11,0,13,21
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
76,76,2015-04-02,,MIA,W,114,88,,40,80,.500,15,35,.429,25,45,.556,.594,19,25,.760,10,33,43,23,12,7,15,21,32,75,.427,7,21,.333,25,54,.463,.473,17,21,.810,8,28,36,25,8,2,16,23
77,77,2015-04-05,,CHI,W,99,94,,35,83,.422,16,37,.432,19,46,.413,.518,13,22,.591,10,30,40,24,9,4,11,17,34,76,.447,11,27,.407,23,49,.469,.520,15,21,.714,9,36,45,28,7,2,16,22
78,78,2015-04-08,@,MIL,W,104,99,,36,74,.486,11,34,.324,25,40,.625,.561,21,26,.808,11,33,44,23,8,5,18,17,42,84,.500,6,18,.333,36,66,.545,.536,9,13,.692,7,25,32,30,13,3,12,22
79,79,2015-04-10,,BOS,L,90,99,,32,77,.416,9,34,.265,23,43,.535,.474,17,25,.680,12,30,42,25,4,2,22,21,38,84,.452,8,22,.364,30,62,.484,.500,15,21,.714,11,32,43,30,11,2,15,24
80,80,2015-04-12,@,BOS,L,78,117,,31,79,.392,3,22,.136,28,57,.491,.411,13,19,.684,11,33,44,18,1,5,25,18,46,84,.548,10,24,.417,36,60,.600,.607,15,22,.682,6,32,38,29,20,1,9,22
81,81,2015-04-13,,DET,W,109,97,,43,85,.506,17,32,.531,26,53,.491,.606,6,12,.500,13,32,45,30,5,7,12,19,38,83,.458,9,25,.360,29,58,.500,.512,12,20,.600,8,23,31,21,4,4,8,8
82,82,2015-04-15,,WAS,W,113,108,OT,43,91,.473,16,30,.533,27,61,.443,.560,11,17,.647,11,33,44,29,7,4,16,17,42,97,.433,8,22,.364,34,75,.453,.474,16,21,.762,15,35,50,26,8,5,14,13
,,,,,53-29,8457,8090,,3089,6739,.458,826,2253,.367,2263,4486,.504,.520,1453,1934,.751,911,2612,3523,1814,603,340,1171,1510,3121,6850,.456,634,1848,.343,2487,5002,.497,.502,1214,1629,.745,885,2487,3372,1974,642,368,1092,1685
