,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
13,13,2021-01-13,@,OKC,W,128,99,,47,95,.495,17,37,.459,30,58,.517,.584,17,22,.773,12,38,50,26,6,6,10,16,37,86,.430,10,31,.323,27,55,.491,.488,15,19,.789,9,33,42,23,4,6,12,21
14,14,2021-01-15,,NOP,W,112,95,,39,93,.419,15,37,.405,24,56,.429,.500,19,26,.731,13,31,44,31,11,6,8,16,41,86,.477,9,29,.310,32,57,.561,.529,4,8,.500,10,37,47,22,3,5,20,21
15,15,2021-01-18,,GSW,L,113,115,,40,83,.482,9,29,.310,31,54,.574,.536,24,33,.727,12,38,50,23,6,5,19,22,44,87,.506,12,37,.324,32,50,.640,.575,15,20,.750,5,27,32,31,8,3,13,27
16,16,2021-01-21,@,MIL,W,113,106,,41,88,.466,19,37,.514,22,51,.431,.574,12,15,.800,6,32,38,25,8,8,10,14,44,87,.506,9,28,.321,35,59,.593,.557,9,12,.750,5,41,46,27,5,5,15,18
17,17,2021-01-23,@,CHI,W,101,90,,36,79,.456,4,19,.211,32,60,.533,.481,25,31,.806,5,37,42,20,7,4,19,18,33,84,.393,8,25,.320,25,59,.424,.440,16,22,.727,10,35,45,18,8,1,19,28
18,18,2021-01-25,@,CLE,W,115,108,,42,87,.483,10,32,.313,32,55,.582,.540,21,28,.750,15,25,40,21,7,7,14,23,40,86,.465,9,21,.429,31,65,.477,.517,19,22,.864,15,29,44,19,8,3,17,25
19,19,2021-01-27,@,PHI,L,106,107,,41,86,.477,8,24,.333,33,62,.532,.523,16,25,.640,6,31,37,20,5,2,12,20,41,85,.482,9,25,.360,32,60,.533,.535,16,26,.615,7,31,38,24,10,7,14,24
20,20,2021-01-28,@,DET,L,92,107,,36,88,.409,12,28,.429,24,60,.400,.477,8,12,.667,12,32,44,25,2,3,11,16,40,87,.460,14,36,.389,26,51,.510,.540,13,13,1.000,5,33,38,27,4,2,9,18
21,21,2021-01-30,@,BOS,W,96,95,,37,84,.440,9,31,.290,28,53,.528,.494,13,19,.684,13,32,45,20,8,4,14,15,40,82,.488,6,21,.286,34,61,.557,.524,9,14,.643,9,33,42,24,10,6,15,16
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
22,22,2021-02-01,@,ATL,W,107,99,,40,77,.519,7,23,.304,33,54,.611,.565,20,24,.833,4,27,31,24,10,7,13,20,37,78,.474,11,29,.379,26,49,.531,.545,14,17,.824,6,30,36,27,8,3,19,21
23,23,2021-02-04,,DEN,W,114,93,,46,81,.568,8,24,.333,38,57,.667,.617,14,22,.636,8,32,40,29,10,7,16,19,36,92,.391,8,28,.286,28,64,.438,.435,13,15,.867,16,26,42,19,9,2,17,23
24,24,2021-02-06,,DET,W,135,129,2OT,51,91,.560,9,19,.474,42,72,.583,.610,24,28,.857,9,32,41,32,12,5,24,24,45,94,.479,16,42,.381,29,52,.558,.564,23,28,.821,9,26,35,31,13,4,23,31
25,25,2021-02-08,,OKC,W,119,112,OT,44,95,.463,9,38,.237,35,57,.614,.511,22,29,.759,10,49,59,28,7,12,15,19,43,110,.391,12,38,.316,31,72,.431,.445,14,19,.737,15,40,55,23,6,4,13,23
26,26,2021-02-10,,OKC,W,114,113,OT,42,89,.472,10,35,.286,32,54,.593,.528,20,24,.833,6,37,43,22,6,6,17,15,47,100,.470,7,31,.226,40,69,.580,.505,12,14,.857,7,39,46,32,11,4,13,23
27,27,2021-02-12,,MEM,W,115,105,,43,85,.506,6,30,.200,37,55,.673,.541,23,33,.697,13,34,47,26,9,4,18,16,39,80,.488,12,29,.414,27,51,.529,.563,15,19,.789,6,27,33,31,9,2,17,25
28,28,2021-02-14,@,DEN,L,105,122,,40,87,.460,6,28,.214,34,59,.576,.494,19,29,.655,8,38,46,27,4,4,10,26,39,85,.459,19,47,.404,20,38,.526,.571,25,34,.735,9,38,47,28,6,4,10,24
29,29,2021-02-16,@,MIN,W,112,104,,42,77,.545,11,26,.423,31,51,.608,.617,17,21,.810,6,32,38,20,8,8,18,14,39,93,.419,16,34,.471,23,59,.390,.505,10,13,.769,11,27,38,26,11,4,15,27
30,30,2021-02-18,,BRK,L,98,109,,40,83,.482,8,30,.267,32,53,.604,.530,10,14,.714,10,29,39,21,7,4,16,16,38,77,.494,18,39,.462,20,38,.526,.610,15,24,.625,8,31,39,23,9,3,14,18
31,31,2021-02-20,,MIA,L,94,96,,33,84,.393,13,45,.289,20,39,.513,.470,15,17,.882,6,37,43,25,5,6,15,17,36,85,.424,8,28,.286,28,57,.491,.471,16,23,.696,10,39,49,24,8,3,14,20
32,32,2021-02-22,,WAS,L,124,127,OT,49,104,.471,15,44,.341,34,60,.567,.543,11,17,.647,12,33,45,29,9,11,20,29,47,96,.490,9,25,.360,38,71,.535,.536,24,33,.727,5,44,49,25,9,4,16,25
33,33,2021-02-24,@,UTA,L,89,114,,34,85,.400,8,33,.242,26,52,.500,.447,13,20,.650,12,33,45,17,5,4,14,15,41,87,.471,22,48,.458,19,39,.487,.598,10,15,.667,14,39,53,28,7,1,12,16
34,34,2021-02-26,,POR,W,102,93,,37,88,.420,7,27,.259,30,61,.492,.460,21,28,.750,15,37,52,25,9,7,10,23,32,83,.386,11,37,.297,21,46,.457,.452,18,20,.900,10,35,45,19,5,5,16,21
35,35,2021-02-28,,GSW,W,117,91,,40,85,.471,11,31,.355,29,54,.537,.535,26,38,.684,14,46,60,22,14,6,20,21,35,86,.407,8,34,.235,27,52,.519,.453,13,19,.684,3,32,35,26,10,4,20,25
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
36,36,2021-03-02,,PHO,L,104,114,,40,79,.506,11,31,.355,29,48,.604,.576,13,17,.765,5,29,34,18,6,8,12,23,38,77,.494,16,29,.552,22,48,.458,.597,22,25,.880,5,30,35,30,5,7,14,16
37,37,2021-03-03,@,SAC,L,120,123,,49,93,.527,12,27,.444,37,66,.561,.591,10,14,.714,15,26,41,27,7,3,12,19,48,80,.600,12,25,.480,36,55,.655,.675,15,19,.789,6,24,30,32,5,1,14,19
38,38,2021-03-12,,IND,W,105,100,,34,76,.447,7,22,.318,27,54,.500,.493,30,39,.769,6,38,44,20,10,5,15,20,37,88,.420,8,36,.222,29,52,.558,.466,18,21,.857,10,34,44,22,7,4,16,27
39,39,2021-03-15,@,GSW,W,128,97,,49,78,.628,11,27,.407,38,51,.745,.699,19,25,.760,7,39,46,36,9,3,19,25,34,79,.430,13,37,.351,21,42,.500,.513,16,24,.667,9,21,30,24,9,2,22,23
40,40,2021-03-16,,MIN,W,137,121,,50,87,.575,13,26,.500,37,61,.607,.649,24,28,.857,10,33,43,37,3,3,14,16,47,90,.522,11,35,.314,36,55,.655,.583,16,22,.727,8,26,34,28,9,6,12,21
41,41,2021-03-18,,CHO,W,116,105,,44,92,.478,13,39,.333,31,53,.585,.549,15,20,.750,11,37,48,23,7,6,11,19,41,83,.494,11,29,.379,30,54,.556,.560,12,20,.600,8,36,44,26,7,8,19,19
42,42,2021-03-20,,ATL,L,94,99,,34,81,.420,8,26,.308,26,55,.473,.469,18,24,.750,13,39,52,18,6,3,16,16,39,98,.398,13,37,.351,26,61,.426,.464,8,9,.889,16,33,49,26,13,7,8,21
43,43,2021-03-21,@,PHO,L,94,111,,35,85,.412,5,25,.200,30,60,.500,.441,19,28,.679,7,34,41,20,3,2,11,18,42,87,.483,9,32,.281,33,55,.600,.534,18,23,.783,9,42,51,30,7,6,11,24
44,44,2021-03-23,@,NOP,L,111,128,,36,85,.424,18,37,.486,18,48,.375,.529,21,30,.700,6,28,34,25,10,4,13,17,47,90,.522,10,29,.345,37,61,.607,.578,24,26,.923,11,42,53,28,9,3,14,24
45,45,2021-03-25,,PHI,L,101,109,,34,78,.436,9,26,.346,25,52,.481,.494,24,33,.727,7,35,42,22,10,0,22,19,39,80,.488,17,45,.378,22,35,.629,.594,14,21,.667,7,32,39,24,13,9,21,26
46,46,2021-03-26,,CLE,W,100,86,,38,78,.487,6,26,.231,32,52,.615,.526,18,25,.720,9,36,45,23,15,3,23,23,31,80,.388,5,26,.192,26,54,.481,.419,19,28,.679,10,27,37,24,11,4,21,19
47,47,2021-03-28,,ORL,W,96,93,,34,82,.415,11,40,.275,23,42,.548,.482,17,23,.739,8,44,52,25,9,5,12,17,34,88,.386,11,33,.333,23,55,.418,.449,14,17,.824,10,41,51,19,5,4,11,18
48,48,2021-03-31,,MIL,L,97,112,,35,87,.402,10,36,.278,25,51,.490,.460,17,22,.773,11,29,40,22,9,5,22,22,42,79,.532,14,26,.538,28,53,.528,.620,14,18,.778,7,35,42,23,13,8,22,17
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
49,49,2021-04-02,@,SAC,W,115,94,,43,91,.473,17,33,.515,26,58,.448,.566,12,20,.600,13,42,55,26,10,2,17,19,36,85,.424,10,35,.286,26,50,.520,.482,12,16,.750,6,32,38,24,8,5,15,16
50,50,2021-04-04,@,LAC,L,86,104,,32,80,.400,7,23,.304,25,57,.439,.444,15,20,.750,7,29,36,16,9,7,19,11,41,86,.477,14,28,.500,27,58,.466,.558,8,9,.889,13,37,50,23,10,4,20,25
51,51,2021-04-06,@,TOR,W,110,101,,39,79,.494,18,40,.450,21,39,.538,.608,14,22,.636,11,38,49,29,8,7,22,24,36,91,.396,5,33,.152,31,58,.534,.423,24,30,.800,15,27,42,17,13,3,12,19
52,52,2021-04-08,@,MIA,L,104,110,,35,79,.443,12,35,.343,23,44,.523,.519,22,25,.880,10,30,40,26,9,3,22,24,34,71,.479,10,25,.400,24,46,.522,.549,32,40,.800,9,29,38,22,12,8,21,25
53,53,2021-04-10,@,BRK,W,126,101,,47,93,.505,19,34,.559,28,59,.475,.608,13,20,.650,12,35,47,30,12,4,15,24,35,80,.438,5,27,.185,30,53,.566,.469,26,30,.867,9,33,42,19,6,10,19,20
54,54,2021-04-12,@,NYK,L,96,111,,35,80,.438,12,36,.333,23,44,.523,.513,14,18,.778,4,29,33,22,5,7,25,21,42,89,.472,5,27,.185,37,62,.597,.500,22,27,.815,15,32,47,18,14,9,15,20
55,55,2021-04-13,@,CHO,W,101,93,,34,82,.415,16,44,.364,18,38,.474,.512,17,18,.944,8,30,38,24,9,2,11,18,36,83,.434,9,35,.257,27,48,.563,.488,12,18,.667,12,33,45,22,5,3,18,18
56,56,2021-04-15,,BOS,L,113,121,,44,98,.449,12,37,.324,32,61,.525,.510,13,19,.684,11,25,36,28,12,2,8,16,48,85,.565,14,32,.438,34,53,.642,.647,11,13,.846,7,41,48,33,4,6,21,20
57,57,2021-04-17,,UTA,W,127,115,OT,48,93,.516,11,33,.333,37,60,.617,.575,20,23,.870,11,41,52,26,8,8,15,14,42,101,.416,23,59,.390,19,42,.452,.530,8,8,1.000,6,31,37,31,10,3,16,21
58,58,2021-04-19,,UTA,L,97,111,,34,79,.430,12,28,.429,22,51,.431,.506,17,25,.680,5,27,32,17,10,1,10,14,43,75,.573,15,33,.455,28,42,.667,.673,10,11,.909,2,40,42,29,5,5,17,20
59,59,2021-04-22,@,DAL,L,110,115,,43,90,.478,10,30,.333,33,60,.550,.533,14,17,.824,12,33,45,26,7,5,16,28,40,82,.488,9,24,.375,31,58,.534,.543,26,36,.722,9,29,38,23,11,5,12,15
60,60,2021-04-24,@,DAL,L,93,108,,33,86,.384,12,45,.267,21,41,.512,.453,15,19,.789,6,30,36,22,11,4,9,22,38,78,.487,13,30,.433,25,48,.521,.571,19,25,.760,10,41,51,26,3,2,18,17
61,61,2021-04-26,@,ORL,W,114,103,,47,87,.540,11,31,.355,36,56,.643,.603,9,14,.643,9,35,44,23,8,5,12,18,36,76,.474,11,25,.440,25,51,.490,.546,20,24,.833,4,24,28,16,5,3,11,18
62,62,2021-04-28,@,WAS,L,107,116,,42,96,.438,10,34,.294,32,62,.516,.490,13,21,.619,13,28,41,31,10,8,10,20,47,90,.522,6,18,.333,41,72,.569,.556,16,21,.762,10,40,50,24,6,4,14,20
63,63,2021-04-30,,SAC,L,106,110,,42,83,.506,7,28,.250,35,55,.636,.548,15,21,.714,11,32,43,24,9,12,21,17,39,86,.453,12,33,.364,27,53,.509,.523,20,22,.909,11,26,37,29,10,3,17,16
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
64,64,2021-05-02,,TOR,L,114,121,,41,85,.482,11,29,.379,30,56,.536,.547,21,31,.677,7,37,44,32,7,6,14,22,42,94,.447,15,38,.395,27,56,.482,.527,22,31,.710,13,36,49,24,11,4,13,23
65,65,2021-05-03,,DEN,W,93,89,,32,73,.438,13,30,.433,19,43,.442,.527,16,23,.696,7,36,43,18,5,8,20,20,36,82,.439,6,24,.250,30,58,.517,.476,11,16,.688,6,35,41,22,10,7,13,24
66,66,2021-05-06,@,LAC,L,94,118,,33,87,.379,10,36,.278,23,51,.451,.437,18,29,.621,11,23,34,21,8,6,11,23,41,77,.532,13,31,.419,28,46,.609,.617,23,26,.885,9,39,48,23,4,5,22,25
67,67,2021-05-07,@,POR,L,101,106,,37,89,.416,11,30,.367,26,59,.441,.478,16,22,.727,10,39,49,19,2,4,14,20,37,88,.420,12,37,.324,25,51,.490,.489,20,21,.952,6,38,44,22,6,2,9,20
68,68,2021-05-09,,PHO,W,123,110,,39,80,.488,13,30,.433,26,50,.520,.569,32,41,.780,14,27,41,24,11,3,14,21,39,73,.534,11,25,.440,28,48,.583,.610,21,25,.840,3,29,32,23,8,6,15,29
69,69,2021-05-11,,NYK,W,101,99,OT,37,89,.416,12,28,.429,25,61,.410,.483,15,19,.789,14,39,53,31,5,5,20,17,34,87,.391,10,29,.345,24,58,.414,.448,21,23,.913,5,36,41,19,8,3,10,21
70,70,2021-05-12,,HOU,W,124,122,,52,91,.571,7,20,.350,45,71,.634,.610,13,22,.591,8,33,41,28,8,3,11,20,43,85,.506,18,42,.429,25,43,.581,.612,18,27,.667,8,33,41,33,7,4,15,23
71,71,2021-05-15,@,IND,W,122,115,,41,86,.477,11,29,.379,30,57,.526,.541,29,36,.806,11,34,45,25,5,3,13,15,46,89,.517,9,33,.273,37,56,.661,.567,14,19,.737,8,29,37,28,10,8,13,23
72,72,2021-05-16,@,NOP,W,110,98,,45,96,.469,11,35,.314,34,61,.557,.526,9,15,.600,8,34,42,30,14,5,10,16,37,78,.474,9,25,.360,28,53,.528,.532,15,21,.714,8,39,47,26,4,5,21,18
,,,,,42-30,7887,7686,,2925,6197,.472,796,2248,.354,2129,3949,.539,.536,1241,1679,.739,695,2490,3185,1775,562,386,1095,1377,2862,6221,.460,818,2321,.352,2044,3900,.524,.526,1144,1475,.776,634,2392,3026,1776,593,327,1095,1530
