,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
11,11,2023-11-14,,MEM,W,134,107,,47,81,.580,22,35,.629,25,46,.543,.716,18,24,.750,10,44,54,30,4,10,19,13,39,106,.368,20,53,.377,19,53,.358,.462,9,12,.750,13,20,33,28,8,9,9,15
12,12,2023-11-15,,SAC,L,110,125,,42,83,.506,11,29,.379,31,54,.574,.572,15,19,.789,7,36,43,25,12,6,23,17,48,96,.500,16,44,.364,32,52,.615,.583,13,17,.765,11,34,45,31,20,1,16,20
13,13,2023-11-17,@,POR,W,107,95,,40,81,.494,12,29,.414,28,52,.538,.568,15,22,.682,11,33,44,27,11,6,18,16,36,89,.404,10,37,.270,26,52,.500,.461,13,18,.722,19,29,48,17,11,2,19,17
14,14,2023-11-19,,HOU,W,105,104,,39,83,.470,6,29,.207,33,54,.611,.506,21,29,.724,10,32,42,26,13,1,18,13,41,84,.488,14,37,.378,27,47,.574,.571,8,10,.800,6,28,34,35,7,3,18,25
15,15,2023-11-21,,UTA,W,131,99,,49,86,.570,11,29,.379,38,57,.667,.634,22,27,.815,9,43,52,35,6,5,15,15,38,98,.388,11,44,.250,27,54,.500,.444,12,16,.750,13,29,42,25,6,3,14,22
16,16,2023-11-22,,DAL,L,101,104,,39,84,.464,11,29,.379,28,55,.509,.530,12,19,.632,9,42,51,26,1,2,13,17,38,96,.396,16,50,.320,22,46,.478,.479,12,16,.750,11,37,48,21,5,4,4,18
17,17,2023-11-25,@,CLE,W,121,115,,47,90,.522,9,27,.333,38,63,.603,.572,18,21,.857,9,35,44,34,9,8,18,15,43,91,.473,9,28,.321,34,63,.540,.522,20,23,.870,7,30,37,30,13,4,14,16
18,18,2023-11-27,@,PHI,L,94,138,,39,83,.470,7,28,.250,32,55,.582,.512,9,13,.692,6,26,32,23,3,4,17,18,47,93,.505,22,46,.478,25,47,.532,.624,22,26,.846,15,33,48,33,11,2,7,17
19,19,2023-11-29,@,DET,W,133,107,,45,88,.511,12,34,.353,33,54,.611,.580,31,38,.816,8,41,49,28,7,10,12,12,40,97,.412,15,36,.417,25,61,.410,.490,12,14,.857,10,29,39,28,8,3,14,31
20,20,2023-11-30,@,OKC,L,110,133,,36,81,.444,11,33,.333,25,48,.521,.512,27,32,.844,7,34,41,24,6,2,14,20,50,94,.532,14,42,.333,36,52,.692,.606,19,22,.864,8,40,48,29,9,6,9,24
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
21,21,2023-12-02,,HOU,W,107,97,,40,89,.449,8,27,.296,32,62,.516,.494,19,27,.704,9,39,48,24,11,7,12,17,36,89,.404,11,31,.355,25,58,.431,.466,14,18,.778,11,43,54,24,5,7,17,23
22,22,2023-12-05,,PHO,W,106,103,,38,102,.373,9,30,.300,29,72,.403,.417,21,25,.840,21,24,45,24,11,2,10,19,37,75,.493,12,25,.480,25,50,.500,.573,17,21,.810,8,36,44,25,8,5,22,21
23,23,2023-12-07,,NOP,W,133,89,,47,86,.547,17,35,.486,30,51,.588,.645,22,29,.759,11,48,59,31,6,4,15,16,34,95,.358,7,31,.226,27,64,.422,.395,14,20,.700,12,30,42,22,7,5,12,21
24,24,2023-12-12,@,DAL,L,125,127,,49,91,.538,15,29,.517,34,62,.548,.621,12,18,.667,10,30,40,34,4,4,15,20,44,89,.494,21,43,.488,23,46,.500,.612,18,21,.857,12,24,36,28,7,5,10,17
25,25,2023-12-13,@,SAS,W,122,119,,49,91,.538,14,35,.400,35,56,.625,.615,10,17,.588,5,41,46,31,14,4,16,16,45,96,.469,16,37,.432,29,59,.492,.552,13,18,.722,10,36,46,28,8,6,17,16
26,26,2023-12-15,@,SAS,L,115,129,,43,89,.483,11,36,.306,32,53,.604,.545,18,28,.643,9,34,43,32,5,5,6,15,47,95,.495,18,42,.429,29,53,.547,.589,17,19,.895,9,36,45,35,5,5,9,19
27,27,2023-12-18,,NYK,L,109,114,,42,99,.424,13,41,.317,29,58,.500,.490,12,13,.923,9,32,41,29,9,3,10,17,42,88,.477,10,30,.333,32,58,.552,.534,20,23,.870,11,41,52,21,5,6,16,16
28,28,2023-12-20,@,CHI,L,108,124,,42,94,.447,12,37,.324,30,57,.526,.511,12,15,.800,8,32,40,27,7,7,14,11,48,88,.545,18,34,.529,30,54,.556,.648,10,11,.909,7,41,48,25,7,6,16,15
29,29,2023-12-21,@,MIN,L,111,118,,41,83,.494,10,24,.417,31,59,.525,.554,19,24,.792,7,31,38,21,6,6,18,18,42,87,.483,14,36,.389,28,51,.549,.563,20,25,.800,9,31,40,32,13,7,14,19
30,30,2023-12-23,@,OKC,W,129,120,,47,90,.522,16,32,.500,31,58,.534,.611,19,23,.826,8,36,44,37,7,7,9,13,46,95,.484,13,41,.317,33,54,.611,.553,15,19,.789,11,31,42,24,6,7,9,17
31,31,2023-12-25,,BOS,L,115,126,,43,90,.478,13,32,.406,30,58,.517,.550,16,21,.762,13,30,43,24,4,1,12,19,46,91,.505,13,42,.310,33,49,.673,.577,21,28,.750,11,33,44,31,8,7,8,17
32,32,2023-12-28,,CHO,W,133,112,,52,97,.536,15,30,.500,37,67,.552,.613,14,14,1.000,5,37,42,41,11,7,11,21,40,85,.471,15,33,.455,25,52,.481,.559,17,28,.607,8,35,43,29,5,5,19,14
33,33,2023-12-30,@,MIN,L,106,108,,37,88,.420,7,24,.292,30,64,.469,.460,25,32,.781,8,31,39,23,12,4,10,15,38,76,.500,12,34,.353,26,42,.619,.579,20,24,.833,7,38,45,24,8,8,19,26
34,34,2023-12-31,@,NOP,L,109,129,,39,82,.476,10,32,.313,29,50,.580,.537,21,25,.840,4,31,35,26,8,10,13,15,45,87,.517,17,34,.500,28,53,.528,.615,22,27,.815,12,35,47,33,9,6,13,22
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
35,35,2024-01-03,,MIA,L,96,110,,35,83,.422,4,30,.133,31,53,.585,.446,22,24,.917,9,41,50,29,3,6,22,14,41,93,.441,16,42,.381,25,51,.490,.527,12,17,.706,7,32,39,30,14,3,10,23
36,36,2024-01-05,,MEM,L,113,127,,42,85,.494,10,28,.357,32,57,.561,.553,19,27,.704,8,27,35,26,13,3,14,14,44,82,.537,23,45,.511,21,37,.568,.677,16,20,.800,6,38,44,33,8,4,19,20
37,37,2024-01-07,,LAC,W,106,103,,42,82,.512,11,29,.379,31,53,.585,.579,11,16,.688,8,32,40,23,9,6,19,11,36,91,.396,14,37,.378,22,54,.407,.473,17,19,.895,13,27,40,21,12,5,16,19
38,38,2024-01-09,,TOR,W,132,131,,44,81,.543,16,36,.444,28,45,.622,.642,28,36,.778,5,34,39,34,6,4,15,16,53,94,.564,17,35,.486,36,59,.610,.654,8,13,.615,5,32,37,34,8,4,12,26
39,39,2024-01-11,,PHO,L,109,127,,40,80,.500,13,34,.382,27,46,.587,.581,16,25,.640,7,30,37,33,8,4,18,19,46,93,.495,14,39,.359,32,54,.593,.570,21,23,.913,13,33,46,23,12,3,13,16
40,40,2024-01-13,@,UTA,L,125,132,,46,92,.500,13,29,.448,33,63,.524,.571,20,24,.833,7,33,40,30,6,8,12,23,42,93,.452,12,37,.324,30,56,.536,.516,36,39,.923,13,39,52,28,7,5,10,20
41,41,2024-01-15,,OKC,W,112,105,,44,84,.524,8,24,.333,36,60,.600,.571,16,18,.889,8,36,44,30,7,9,17,12,40,96,.417,15,49,.306,25,47,.532,.495,10,11,.909,13,27,40,23,11,6,11,18
42,42,2024-01-17,,DAL,W,127,110,,49,91,.538,12,28,.429,37,63,.587,.604,17,24,.708,9,36,45,33,8,1,11,15,42,91,.462,11,40,.275,31,51,.608,.522,15,18,.833,11,32,43,26,4,5,15,19
43,43,2024-01-19,,BRK,L,112,130,,40,90,.444,12,33,.364,28,57,.491,.511,20,24,.833,10,34,44,31,7,3,14,11,50,95,.526,19,47,.404,31,48,.646,.626,11,14,.786,8,33,41,31,10,4,11,17
44,44,2024-01-21,,POR,W,134,110,,47,86,.547,13,33,.394,34,53,.642,.622,27,29,.931,10,35,45,28,9,6,14,18,42,90,.467,9,29,.310,33,61,.541,.517,17,20,.850,10,25,35,24,7,5,14,21
45,45,2024-01-23,@,LAC,L,116,127,,45,92,.489,11,32,.344,34,60,.567,.549,15,22,.682,13,28,41,27,9,8,15,15,52,88,.591,14,27,.519,38,61,.623,.670,9,12,.750,6,30,36,33,8,5,15,17
46,46,2024-01-25,,CHI,W,141,132,,53,87,.609,20,31,.645,33,56,.589,.724,15,20,.750,5,25,30,35,10,4,14,21,47,88,.534,12,37,.324,35,51,.686,.602,26,29,.897,12,27,39,27,7,6,17,18
47,47,2024-01-27,@,GSW,W,145,144,2OT,49,101,.485,9,27,.333,40,74,.541,.530,38,43,.884,7,48,55,33,9,5,20,21,55,119,.462,23,58,.397,32,61,.525,.559,11,16,.688,11,39,50,37,11,3,17,34
48,48,2024-01-29,@,HOU,L,119,135,,45,91,.495,13,35,.371,32,56,.571,.566,16,26,.615,4,31,35,26,10,6,12,13,52,98,.531,12,36,.333,40,62,.645,.592,19,25,.760,14,42,56,36,10,2,15,19
49,49,2024-01-30,@,ATL,L,122,138,,48,90,.533,12,33,.364,36,57,.632,.600,14,25,.560,7,30,37,28,12,3,14,16,53,101,.525,16,38,.421,37,63,.587,.604,16,18,.889,12,34,46,32,10,2,12,18
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
50,50,2024-02-01,@,BOS,W,114,105,,38,94,.404,19,36,.528,19,58,.328,.505,19,26,.731,15,37,52,30,11,2,7,8,41,97,.423,16,48,.333,25,49,.510,.505,7,7,1.000,14,40,54,30,4,12,15,19
51,51,2024-02-03,@,NYK,W,113,105,,39,80,.488,12,31,.387,27,49,.551,.563,23,27,.852,3,35,38,28,4,11,5,16,41,100,.410,10,35,.286,31,65,.477,.460,13,15,.867,18,33,51,21,1,4,7,20
52,52,2024-02-05,@,CHO,W,124,118,,50,89,.562,8,34,.235,42,55,.764,.607,16,19,.842,7,41,48,36,5,6,17,12,47,96,.490,13,32,.406,34,64,.531,.557,11,14,.786,5,29,34,26,9,1,9,16
53,53,2024-02-08,,DEN,L,106,114,,41,89,.461,8,25,.320,33,64,.516,.506,16,22,.727,10,29,39,27,12,10,7,10,47,97,.485,14,32,.438,33,65,.508,.557,6,7,.857,14,36,50,33,4,6,14,17
54,54,2024-02-09,,NOP,W,139,122,,49,88,.557,14,31,.452,35,57,.614,.636,27,32,.844,5,27,32,32,5,5,8,20,46,89,.517,11,29,.379,35,60,.583,.579,19,23,.826,10,31,41,28,5,7,13,22
55,55,2024-02-13,,DET,W,125,111,,43,84,.512,14,35,.400,29,49,.592,.595,25,30,.833,7,40,47,32,6,11,16,14,45,108,.417,8,28,.286,37,80,.463,.454,13,17,.765,17,33,50,30,8,2,10,24
56,56,2024-02-14,@,UTA,W,138,122,,52,91,.571,14,31,.452,38,60,.633,.648,20,24,.833,5,32,37,34,8,4,10,13,49,101,.485,14,45,.311,35,56,.625,.554,10,13,.769,15,29,44,29,5,7,13,21
57,57,2024-02-22,@,GSW,L,110,128,,43,88,.489,10,35,.286,33,53,.623,.545,14,21,.667,10,31,41,28,5,9,11,18,50,107,.467,16,41,.390,34,66,.515,.542,12,14,.857,15,33,48,32,6,4,9,19
58,58,2024-02-23,,SAS,W,123,118,,49,95,.516,11,27,.407,38,68,.559,.574,14,18,.778,10,36,46,28,7,4,13,18,42,96,.438,15,38,.395,27,58,.466,.516,19,23,.826,16,31,47,33,9,7,14,14
59,59,2024-02-25,@,PHO,L,113,123,,47,90,.522,15,35,.429,32,55,.582,.606,4,8,.500,3,31,34,28,7,4,12,14,44,93,.473,17,40,.425,27,53,.509,.565,18,19,.947,14,37,51,32,6,9,15,12
60,60,2024-02-28,@,LAC,W,116,112,,47,86,.547,14,36,.389,33,50,.660,.628,8,10,.800,8,31,39,28,6,5,17,12,45,89,.506,10,37,.270,35,52,.673,.562,12,16,.750,9,27,36,29,10,1,14,17
61,61,2024-02-29,,WAS,W,134,131,OT,53,101,.525,8,23,.348,45,78,.577,.564,20,24,.833,7,38,45,30,6,6,11,16,52,102,.510,17,41,.415,35,61,.574,.593,10,12,.833,10,35,45,35,6,6,15,19
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
62,62,2024-03-02,,DEN,L,114,124,,47,89,.528,12,29,.414,35,60,.583,.596,8,11,.727,6,25,31,33,5,4,7,9,54,92,.587,11,26,.423,43,66,.652,.647,5,7,.714,11,36,47,34,5,7,10,8
63,63,2024-03-04,,OKC,W,116,104,,41,80,.513,16,34,.471,25,46,.543,.613,18,25,.720,12,43,55,29,8,7,21,15,37,94,.394,15,39,.385,22,55,.400,.473,15,16,.938,13,25,38,22,12,7,10,20
64,64,2024-03-06,,SAC,L,120,130,,42,81,.519,15,32,.469,27,49,.551,.611,21,25,.840,3,31,34,25,4,5,14,14,54,97,.557,12,31,.387,42,66,.636,.619,10,12,.833,9,37,46,32,8,2,14,23
65,65,2024-03-08,,MIL,W,123,122,,47,90,.522,16,34,.471,31,56,.554,.611,13,19,.684,4,34,38,27,2,7,5,16,46,93,.495,16,41,.390,30,52,.577,.581,14,17,.824,6,37,43,28,3,2,8,17
66,66,2024-03-10,,MIN,W,120,109,,44,83,.530,10,24,.417,34,59,.576,.590,22,29,.759,14,42,56,29,9,4,21,12,41,97,.423,16,46,.348,25,51,.490,.505,11,13,.846,11,27,38,27,8,6,12,18
67,67,2024-03-13,@,SAC,L,107,120,,38,78,.487,14,32,.438,24,46,.522,.577,17,22,.773,7,31,38,25,8,2,14,12,46,88,.523,19,41,.463,27,47,.574,.631,9,12,.750,9,35,44,30,11,2,14,19
68,68,2024-03-16,,GSW,L,121,128,,47,92,.511,12,34,.353,35,58,.603,.576,15,18,.833,8,31,39,32,3,4,10,13,51,97,.526,14,34,.412,37,63,.587,.598,12,15,.800,14,31,45,38,3,4,7,19
69,69,2024-03-18,,ATL,W,136,105,,52,90,.578,15,36,.417,37,54,.685,.661,17,20,.850,4,44,48,39,6,4,9,15,42,98,.429,9,41,.220,33,57,.579,.474,12,15,.800,12,30,42,32,8,5,9,14
70,70,2024-03-22,,PHI,W,101,94,,32,73,.438,12,31,.387,20,42,.476,.521,25,33,.758,11,43,54,22,1,7,21,16,33,96,.344,8,37,.216,25,59,.424,.385,20,24,.833,13,29,42,20,13,7,9,23
71,71,2024-03-24,,IND,W,150,145,,50,89,.562,12,25,.480,38,64,.594,.629,38,43,.884,8,33,41,28,6,7,10,14,59,107,.551,18,36,.500,41,71,.577,.636,9,16,.563,10,30,40,39,6,4,11,31
72,72,2024-03-26,@,MIL,W,128,124,2OT,42,108,.389,14,44,.318,28,64,.438,.454,30,32,.938,15,54,69,30,4,8,17,13,49,119,.412,15,51,.294,34,68,.500,.475,11,17,.647,15,46,61,37,9,5,14,26
73,73,2024-03-27,@,MEM,W,136,124,,45,81,.556,18,33,.545,27,48,.563,.667,28,35,.800,4,39,43,31,5,4,16,19,46,97,.474,17,43,.395,29,54,.537,.562,15,19,.789,13,26,39,30,10,3,14,23
74,74,2024-03-29,@,IND,L,90,109,,35,86,.407,5,30,.167,30,56,.536,.436,15,18,.833,10,38,48,24,3,3,16,14,43,89,.483,10,31,.323,33,58,.569,.539,13,14,.929,6,40,46,27,8,6,10,14
75,75,2024-03-31,@,BRK,W,116,104,,42,77,.545,15,40,.375,27,37,.730,.643,17,22,.773,6,44,50,24,8,6,20,15,39,92,.424,12,36,.333,27,56,.482,.489,14,19,.737,9,29,38,19,12,3,13,17
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
76,76,2024-04-02,@,TOR,W,128,111,,52,101,.515,18,41,.439,34,60,.567,.604,6,12,.500,13,34,47,38,6,8,15,17,43,89,.483,10,32,.313,33,57,.579,.539,15,21,.714,5,35,40,25,11,6,17,19
77,77,2024-04-03,@,WAS,W,125,120,,46,91,.505,8,28,.286,38,63,.603,.549,25,29,.862,11,38,49,21,10,4,17,10,45,91,.495,18,42,.429,27,49,.551,.593,12,13,.923,6,33,39,26,11,4,18,22
78,78,2024-04-06,,CLE,W,116,97,,45,80,.563,16,37,.432,29,43,.674,.663,10,16,.625,6,34,40,30,11,11,20,12,39,90,.433,11,35,.314,28,55,.509,.494,8,12,.667,11,29,40,24,11,3,19,11
79,79,2024-04-07,,MIN,L,117,127,,39,84,.464,11,31,.355,28,53,.528,.530,28,32,.875,10,31,41,27,10,2,15,14,50,97,.515,15,39,.385,35,58,.603,.593,12,14,.857,13,33,46,29,12,3,16,20
80,80,2024-04-09,,GSW,L,120,134,,44,96,.458,12,35,.343,32,61,.525,.521,20,24,.833,10,30,40,31,8,3,8,14,47,80,.588,26,41,.634,21,39,.538,.750,14,21,.667,4,38,42,37,3,12,15,17
81,81,2024-04-12,@,MEM,W,123,120,,42,81,.519,13,37,.351,29,44,.659,.599,26,34,.765,10,29,39,25,5,6,19,17,43,95,.453,17,39,.436,26,56,.464,.542,17,21,.810,16,26,42,19,14,2,15,27
82,82,2024-04-14,@,NOP,W,124,108,,48,87,.552,11,29,.379,37,58,.638,.615,17,18,.944,7,32,39,32,12,3,15,13,41,86,.477,15,37,.405,26,49,.531,.564,11,14,.786,10,29,39,26,8,1,19,17
,,,,,47-35,9679,9630,,3580,7177,.499,969,2572,.377,2611,4605,.567,.566,1550,1983,.782,676,2859,3535,2340,605,453,1146,1283,3643,7687,.474,1170,3109,.376,2473,4578,.540,.550,1174,1476,.795,893,2719,3612,2316,673,390,1100,1619
