,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
9,9,2009-11-12,@,MIA,W,111,104,,36,75,.480,9,19,.474,27,56,.482,.540,30,40,.750,5,31,36,16,7,4,11,30,35,76,.461,7,22,.318,28,54,.519,.507,27,37,.730,7,30,37,13,5,6,11,23
10,10,2009-11-14,,UTA,W,107,103,,39,76,.513,9,22,.409,30,54,.556,.572,20,27,.741,7,21,28,25,10,6,12,20,39,74,.527,3,12,.250,36,62,.581,.547,22,26,.846,8,30,38,20,4,4,18,22
11,11,2009-11-17,,GSW,W,114,108,,46,79,.582,9,20,.450,37,59,.627,.639,13,17,.765,6,28,34,24,10,7,17,18,41,88,.466,9,24,.375,32,64,.500,.517,17,22,.773,12,25,37,24,7,2,17,17
12,12,2009-11-18,@,WAS,L,91,108,,35,78,.449,7,22,.318,28,56,.500,.494,14,15,.933,6,29,35,21,8,7,16,26,36,84,.429,5,23,.217,31,61,.508,.458,31,35,.886,16,33,49,21,6,4,12,15
13,13,2009-11-20,@,IND,W,105,95,,36,78,.462,6,13,.462,30,65,.462,.500,27,34,.794,11,36,47,15,6,4,14,17,38,81,.469,4,18,.222,34,63,.540,.494,15,21,.714,9,32,41,22,8,8,11,22
14,14,2009-11-21,,PHI,W,97,91,,36,75,.480,8,20,.400,28,55,.509,.533,17,21,.810,8,37,45,24,3,6,11,18,37,88,.420,5,19,.263,32,69,.464,.449,12,16,.750,13,29,42,20,8,4,10,18
15,15,2009-11-25,@,DET,W,98,88,,34,68,.500,9,17,.529,25,51,.490,.566,21,28,.750,11,24,35,20,6,7,15,23,31,79,.392,5,14,.357,26,65,.400,.424,21,31,.677,16,27,43,12,5,6,15,21
16,16,2009-11-27,@,CHA,L,87,94,,36,79,.456,6,28,.214,30,51,.588,.494,9,17,.529,10,36,46,14,5,6,17,25,35,74,.473,6,14,.429,29,60,.483,.514,18,30,.600,5,30,35,19,7,2,12,18
17,17,2009-11-28,,DAL,W,111,95,,45,78,.577,9,13,.692,36,65,.554,.635,12,17,.706,10,29,39,33,2,2,14,22,34,72,.472,8,19,.421,26,53,.491,.528,19,24,.792,5,19,24,20,5,2,10,18
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
18,18,2009-12-02,,PHO,W,107,90,,45,93,.484,6,22,.273,39,71,.549,.516,11,16,.688,15,36,51,29,12,10,11,18,32,80,.400,10,23,.435,22,57,.386,.463,16,21,.762,11,30,41,21,7,4,17,15
19,19,2009-12-04,,CHI,W,101,87,,39,76,.513,6,18,.333,33,58,.569,.553,17,31,.548,17,27,44,27,5,5,11,14,33,78,.423,5,9,.556,28,69,.406,.455,16,20,.800,12,30,42,20,6,5,15,25
20,20,2009-12-06,@,MIL,W,101,86,,35,74,.473,6,10,.600,29,64,.453,.514,25,27,.926,8,40,48,21,8,6,19,19,35,93,.376,4,20,.200,31,73,.425,.398,12,16,.750,11,27,38,11,6,4,12,21
21,21,2009-12-08,@,MEM,L,109,111,OT,40,90,.444,10,24,.417,30,66,.455,.500,19,24,.792,16,29,45,18,9,7,21,28,40,91,.440,6,14,.429,34,77,.442,.473,25,32,.781,17,27,44,21,12,5,16,24
22,22,2009-12-09,@,HOU,L,85,95,,30,75,.400,5,15,.333,25,60,.417,.433,20,28,.714,11,36,47,18,7,3,20,26,32,79,.405,9,21,.429,23,58,.397,.462,22,31,.710,7,30,37,19,9,3,15,21
23,23,2009-12-11,,POR,W,104,99,,43,79,.544,3,12,.250,40,67,.597,.563,15,19,.789,8,32,40,23,6,4,16,19,37,80,.463,8,23,.348,29,57,.509,.513,17,18,.944,7,23,30,22,6,3,13,20
24,24,2009-12-13,@,OKC,W,102,89,,40,84,.476,11,22,.500,29,62,.468,.542,11,15,.733,11,31,42,18,9,5,15,22,30,69,.435,4,16,.250,26,53,.491,.464,25,29,.862,6,30,36,14,7,4,16,17
25,25,2009-12-15,,NJN,W,99,89,,39,67,.582,4,13,.308,35,54,.648,.612,17,27,.630,8,33,41,23,5,7,14,23,30,77,.390,5,18,.278,25,59,.424,.422,24,29,.828,15,21,36,13,6,2,10,21
26,26,2009-12-16,@,PHI,W,108,101,,34,73,.466,9,15,.600,25,58,.431,.527,31,40,.775,10,28,38,20,9,5,11,16,36,81,.444,5,17,.294,31,64,.484,.475,24,25,.960,17,28,45,23,8,4,15,24
27,27,2009-12-18,,MIL,W,85,82,,28,66,.424,5,14,.357,23,52,.442,.462,24,31,.774,6,38,44,18,5,8,15,16,32,88,.364,7,26,.269,25,62,.403,.403,11,14,.786,12,29,41,24,4,6,10,22
28,28,2009-12-20,@,DAL,L,95,102,,35,77,.455,5,14,.357,30,63,.476,.487,20,26,.769,10,33,43,17,3,3,12,17,38,80,.475,7,19,.368,31,61,.508,.519,19,20,.950,6,33,39,25,3,4,6,20
29,29,2009-12-21,@,PHO,W,109,91,,41,78,.526,5,12,.417,36,66,.545,.558,22,26,.846,5,32,37,21,9,5,12,18,36,76,.474,4,19,.211,32,57,.561,.500,15,20,.750,7,29,36,17,4,1,19,21
30,30,2009-12-23,@,SAC,W,117,104,OT,47,92,.511,8,16,.500,39,76,.513,.554,15,17,.882,14,34,48,25,2,4,12,18,41,92,.446,7,21,.333,34,71,.479,.484,15,22,.682,12,25,37,20,6,7,10,17
31,31,2009-12-25,@,LAL,W,102,87,,38,71,.535,7,18,.389,31,53,.585,.585,19,30,.633,5,37,42,24,7,8,18,24,31,85,.365,5,18,.278,26,67,.388,.394,20,27,.741,14,29,43,16,6,3,14,21
32,32,2009-12-27,,HOU,W,108,83,,44,93,.473,7,17,.412,37,76,.487,.511,13,16,.813,15,38,53,26,10,10,11,22,25,76,.329,8,25,.320,17,51,.333,.382,25,34,.735,5,32,37,18,5,4,16,17
33,33,2009-12-29,@,ATL,W,95,84,,38,77,.494,5,17,.294,33,60,.550,.526,14,19,.737,10,33,43,21,10,3,20,18,31,70,.443,6,15,.400,25,55,.455,.486,16,26,.615,5,25,30,19,10,5,17,16
34,34,2009-12-30,,ATL,W,106,101,,36,76,.474,6,18,.333,30,58,.517,.513,28,38,.737,10,34,44,24,7,9,8,15,40,83,.482,7,16,.438,33,67,.493,.524,14,15,.933,9,32,41,22,5,5,11,24
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
35,35,2010-01-02,@,NJN,W,94,86,,32,81,.395,4,14,.286,28,67,.418,.420,26,33,.788,16,36,52,19,4,5,13,24,29,75,.387,3,10,.300,26,65,.400,.407,25,32,.781,8,30,38,15,6,3,11,24
36,36,2010-01-03,,CHA,L,88,91,,35,73,.479,9,21,.429,26,52,.500,.541,9,13,.692,9,25,34,21,3,5,13,18,34,69,.493,7,16,.438,27,53,.509,.543,16,19,.842,6,23,29,17,9,5,11,13
37,37,2010-01-06,,WAS,W,121,98,,43,75,.573,11,22,.500,32,53,.604,.647,24,30,.800,9,35,44,29,8,9,17,13,37,84,.440,8,16,.500,29,68,.426,.488,16,20,.800,7,21,28,16,5,5,11,24
38,38,2010-01-08,@,DEN,L,97,99,,35,75,.467,9,22,.409,26,53,.491,.527,18,29,.621,10,35,45,20,7,6,19,25,35,78,.449,7,17,.412,28,61,.459,.494,22,30,.733,8,25,33,20,8,2,12,23
39,39,2010-01-10,@,POR,W,106,94,,37,74,.500,7,20,.350,30,54,.556,.547,25,30,.833,11,31,42,22,6,3,7,19,38,74,.514,5,20,.250,33,54,.611,.547,13,20,.650,7,25,32,16,2,2,9,23
40,40,2010-01-11,@,GSW,W,117,114,,43,81,.531,7,18,.389,36,63,.571,.574,24,32,.750,11,35,46,26,8,10,22,22,36,85,.424,10,15,.667,26,70,.371,.482,32,38,.842,9,29,38,19,13,3,13,20
41,41,2010-01-14,@,UTA,L,96,97,,31,68,.456,9,19,.474,22,49,.449,.522,25,35,.714,7,32,39,16,9,6,23,28,32,79,.405,6,19,.316,26,60,.433,.443,27,38,.711,10,28,38,25,13,4,14,31
42,42,2010-01-16,@,LAC,W,102,101,,38,79,.481,7,23,.304,31,56,.554,.525,19,24,.792,14,18,32,19,12,3,12,19,37,62,.597,10,19,.526,27,43,.628,.677,17,24,.708,4,23,27,22,7,5,17,17
43,43,2010-01-19,,TOR,W,108,100,,38,72,.528,7,22,.318,31,50,.620,.576,25,30,.833,6,37,43,27,4,6,16,21,40,83,.482,7,19,.368,33,64,.516,.524,13,21,.619,5,27,32,19,5,2,11,21
44,44,2010-01-21,,LAL,W,93,87,,34,71,.479,6,18,.333,28,53,.528,.521,19,25,.760,6,42,48,21,3,4,13,22,32,83,.386,8,23,.348,24,60,.400,.434,15,24,.625,15,28,43,18,6,3,8,21
45,45,2010-01-23,,OKC,W,100,99,,34,69,.493,12,28,.429,22,41,.537,.580,20,40,.500,10,35,45,19,3,6,17,25,33,86,.384,5,11,.455,28,75,.373,.413,28,33,.848,17,27,44,15,9,0,9,25
46,46,2010-01-25,@,MIA,W,92,91,,33,73,.452,7,22,.318,26,51,.510,.500,19,28,.679,10,31,41,14,4,2,13,21,34,78,.436,6,15,.400,28,63,.444,.474,17,29,.586,14,32,46,13,5,6,11,22
47,47,2010-01-27,,MIN,W,109,95,,40,73,.548,5,16,.313,35,57,.614,.582,24,28,.857,8,34,42,27,1,5,16,17,37,95,.389,4,13,.308,33,82,.402,.411,17,23,.739,14,21,35,18,7,2,8,22
48,48,2010-01-29,@,IND,W,94,73,,32,69,.464,7,22,.318,25,47,.532,.514,23,44,.523,9,52,61,19,6,11,23,12,31,92,.337,6,25,.240,25,67,.373,.370,5,5,1.000,7,31,38,14,9,6,12,28
49,49,2010-01-31,,LAC,W,114,89,,40,79,.506,16,27,.593,24,52,.462,.608,18,24,.750,7,36,43,28,6,5,11,16,35,83,.422,7,19,.368,28,64,.438,.464,12,19,.632,13,29,42,17,5,2,14,17
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
50,50,2010-02-02,,MEM,W,105,89,,40,81,.494,5,18,.278,35,63,.556,.525,20,24,.833,10,33,43,27,9,10,18,18,35,92,.380,2,14,.143,33,78,.423,.391,17,23,.739,13,27,40,17,13,4,14,21
51,51,2010-02-04,,MIA,W,102,86,,34,70,.486,5,20,.250,29,50,.580,.521,29,36,.806,11,32,43,16,9,7,15,16,36,87,.414,4,17,.235,32,70,.457,.437,10,14,.714,15,25,40,21,8,4,13,23
52,52,2010-02-06,,NYK,W,113,106,,44,80,.550,11,22,.500,33,58,.569,.619,14,17,.824,8,25,33,22,7,3,13,10,41,78,.526,12,27,.444,29,51,.569,.603,12,12,1.000,6,27,33,27,6,4,14,15
53,53,2010-02-09,,NJN,W,104,97,,39,74,.527,7,18,.389,32,56,.571,.574,19,29,.655,11,24,35,27,11,2,9,13,38,74,.514,5,11,.455,33,63,.524,.547,16,20,.800,13,21,34,23,2,2,13,21
54,54,2010-02-11,,ORL,W,115,106,,44,84,.524,9,20,.450,35,64,.547,.577,18,25,.720,11,29,40,28,6,2,7,23,36,75,.480,10,26,.385,26,49,.531,.547,24,31,.774,8,28,36,18,4,4,13,20
55,55,2010-02-18,,DEN,L,116,118,OT,43,86,.500,7,23,.304,36,63,.571,.541,23,40,.575,9,35,44,26,4,9,11,21,46,100,.460,5,16,.313,41,84,.488,.485,21,26,.808,16,32,48,25,7,8,5,26
56,56,2010-02-19,@,CHA,L,93,110,,32,82,.390,12,29,.414,20,53,.377,.463,17,25,.680,9,28,37,15,10,4,10,18,41,75,.547,9,19,.474,32,56,.571,.607,19,25,.760,8,39,47,27,3,10,14,21
57,57,2010-02-21,@,ORL,L,95,101,,38,82,.463,3,16,.188,35,66,.530,.482,16,25,.640,9,34,43,15,7,6,14,21,37,73,.507,8,20,.400,29,53,.547,.562,19,27,.704,6,28,34,13,7,5,11,19
58,58,2010-02-23,,NOH,W,105,95,,40,82,.488,8,25,.320,32,57,.561,.537,17,24,.708,8,28,36,29,7,4,8,15,39,78,.500,4,17,.235,35,61,.574,.526,13,13,1.000,5,34,39,20,4,0,12,21
59,59,2010-02-25,@,BOS,W,108,88,,41,78,.526,10,21,.476,31,57,.544,.590,16,21,.762,6,37,43,24,5,6,11,19,33,81,.407,6,18,.333,27,63,.429,.444,16,23,.696,11,29,40,19,8,3,11,19
60,60,2010-02-26,@,TOR,W,126,118,OT,42,82,.512,11,29,.379,31,53,.585,.579,31,36,.861,12,30,42,29,6,3,15,25,45,93,.484,8,25,.320,37,68,.544,.527,20,25,.800,11,20,31,23,4,0,10,26
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
61,61,2010-03-01,,NYK,W,124,93,,51,90,.567,6,19,.316,45,71,.634,.600,16,27,.593,14,46,60,31,8,7,16,21,36,88,.409,9,30,.300,27,58,.466,.460,12,17,.706,2,29,31,26,9,3,12,17
62,62,2010-03-03,@,NJN,W,111,92,,44,85,.518,7,20,.350,37,65,.569,.559,16,21,.762,15,31,46,29,11,6,14,19,33,84,.393,6,18,.333,27,66,.409,.429,20,28,.714,16,23,39,16,7,3,17,14
63,63,2010-03-05,,DET,W,99,92,,40,79,.506,6,20,.300,34,59,.576,.544,13,23,.565,9,28,37,25,7,5,12,16,37,75,.493,4,12,.333,33,63,.524,.520,14,20,.700,8,28,36,26,5,6,17,24
64,64,2010-03-06,@,MIL,L,85,92,,34,77,.442,7,22,.318,27,55,.491,.487,10,16,.625,6,39,45,21,9,6,17,19,32,79,.405,11,29,.379,21,50,.420,.475,17,21,.810,8,38,46,19,12,6,15,13
65,65,2010-03-08,,SAS,W,97,95,,36,76,.474,6,14,.429,30,62,.484,.513,19,24,.792,5,37,42,21,8,2,13,17,35,84,.417,10,29,.345,25,55,.455,.476,15,22,.682,13,31,44,21,5,4,14,19
66,66,2010-03-12,@,PHI,W,100,95,,38,75,.507,10,31,.323,28,44,.636,.573,14,23,.609,9,27,36,26,6,3,11,16,42,88,.477,2,15,.133,40,73,.548,.489,9,16,.563,14,30,44,20,8,1,10,20
67,67,2010-03-14,,BOS,W,104,93,,33,80,.413,7,22,.318,26,58,.448,.456,31,48,.646,17,34,51,20,4,7,8,19,32,80,.400,6,17,.353,26,63,.413,.438,23,30,.767,11,32,43,18,5,2,11,33
68,68,2010-03-16,@,DET,W,113,101,,41,83,.494,9,22,.409,32,61,.525,.548,22,33,.667,15,33,48,26,7,3,10,17,36,78,.462,9,14,.643,27,64,.422,.519,20,25,.800,10,30,40,24,6,3,13,24
69,69,2010-03-17,,IND,W,99,94,,40,83,.482,5,16,.313,35,67,.522,.512,14,20,.700,8,30,38,23,9,2,11,11,37,78,.474,10,24,.417,27,54,.500,.538,10,13,.769,6,31,37,28,8,6,15,18
70,70,2010-03-19,@,CHI,W,92,85,,31,75,.413,6,19,.316,25,56,.446,.453,24,28,.857,11,42,53,16,5,6,18,16,33,84,.393,4,22,.182,29,62,.468,.417,15,22,.682,9,32,41,20,10,3,9,26
71,71,2010-03-21,,DET,W,104,79,,37,76,.487,7,19,.368,30,57,.526,.533,23,29,.793,11,32,43,25,7,2,8,17,32,78,.410,4,11,.364,28,67,.418,.436,11,17,.647,10,28,38,21,4,6,12,25
72,72,2010-03-24,@,NOH,W,105,92,,44,77,.571,6,20,.300,38,57,.667,.610,11,16,.688,7,33,40,26,4,2,11,16,37,84,.440,6,21,.286,31,63,.492,.476,12,15,.800,13,24,37,29,6,2,9,17
73,73,2010-03-26,@,SAS,L,97,102,,38,80,.475,6,20,.300,32,60,.533,.513,15,23,.652,10,30,40,24,12,2,16,19,37,78,.474,6,17,.353,31,61,.508,.513,22,27,.815,9,33,42,26,5,5,16,19
74,74,2010-03-28,,SAC,W,97,90,,38,75,.507,6,17,.353,32,58,.552,.547,15,19,.789,6,32,38,26,10,5,17,18,34,79,.430,6,12,.500,28,67,.418,.468,16,20,.800,11,31,42,23,8,2,15,17
75,75,2010-03-31,,MIL,W,101,98,,34,73,.466,4,16,.250,30,57,.526,.493,29,45,.644,8,35,43,26,7,4,12,12,41,90,.456,8,25,.320,33,65,.508,.500,8,9,.889,10,32,42,26,6,3,14,29
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
76,76,2010-04-02,,ATL,W,93,88,,33,80,.413,6,19,.316,27,61,.443,.450,21,28,.750,14,41,55,14,4,9,12,16,37,90,.411,5,18,.278,32,72,.444,.439,9,15,.600,9,27,36,19,6,5,7,22
77,77,2010-04-04,@,BOS,L,113,117,,40,78,.513,7,17,.412,33,61,.541,.558,26,40,.650,7,35,42,20,4,4,11,27,39,80,.488,8,13,.615,31,67,.463,.538,31,38,.816,6,32,38,28,6,4,11,27
78,78,2010-04-06,,TOR,W,113,101,,47,84,.560,8,20,.400,39,64,.609,.607,11,14,.786,3,37,40,38,6,2,10,13,39,83,.470,7,20,.350,32,63,.508,.512,16,20,.800,8,28,36,25,5,0,9,12
79,79,2010-04-08,@,CHI,L,108,109,,41,86,.477,9,25,.360,32,61,.525,.529,17,24,.708,9,27,36,23,6,6,11,19,44,85,.518,5,11,.455,39,74,.527,.547,16,25,.640,8,36,44,25,5,9,13,21
80,80,2010-04-09,,IND,L,113,116,,41,89,.461,7,18,.389,34,71,.479,.500,24,28,.857,13,34,47,29,8,2,15,21,42,83,.506,14,32,.438,28,51,.549,.590,18,24,.750,7,28,35,29,6,7,12,22
81,81,2010-04-11,,ORL,L,92,98,,34,83,.410,6,18,.333,28,65,.431,.446,18,23,.783,14,28,42,17,6,2,14,22,38,79,.481,9,26,.346,29,53,.547,.538,13,19,.684,10,28,38,29,8,9,14,18
82,82,2010-04-14,@,ATL,L,83,99,,31,73,.425,1,14,.071,30,59,.508,.432,20,36,.556,9,26,35,18,11,2,15,18,43,79,.544,2,11,.182,41,68,.603,.557,11,17,.647,9,33,42,26,9,2,19,22
,,,,,61-21,8373,7838,,3101,6391,.485,602,1582,.381,2499,4809,.520,.532,1569,2180,.720,791,2692,3483,1835,564,425,1137,1591,2935,6633,.442,524,1511,.347,2411,5122,.471,.482,1444,1907,.757,794,2366,3160,1661,542,325,1045,1708
